Fax ID;Nom et prénom utilisateur;Revendeur;Mode;Adresse de messagerie;Date et heure du fax;Numéro d'envoi;Numéro appelé;Appel international;Appel interne;Nombre de page réel;Durée;Pages facturées;Type facturation
3979794;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:13;33430317505;33492037714;0;0;1;62;2.00;hors forfait
3979792;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:13;33430317505;39760;1;0;0;;0.33;hors forfait
3979795;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:13;33430317505;33493819137;0;0;1;64;2.00;hors forfait
3979797;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:13;33430317505;33493985748;0;0;1;41;1.00;hors forfait
6484372;. FAX MFP Scanner Pasteur;KOMI Fax Sud Est;RF;0492037714@chu-nice.fr;06/10/2025 16:14;33492037777;33489495113;0;1;1;61;0.33;hors forfait
6484375;. FAX MFP Secretariat Radio;KOMI Fax Sud Est;RF;0492036569@chu-nice.fr;06/10/2025 16:14;33492037777;33489419618;0;1;8;392;2.67;hors forfait
3979800;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:14;33430317505;37793306732;1;0;1;59;2.00;hors forfait
3979802;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:14;33430317505;37797989694;1;0;1;53;2.00;hors forfait
3979801;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:14;33430317505;37797989694;1;0;1;53;2.00;hors forfait
6484383;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:15;33492037777;33489419682;0;1;4;147;1.33;hors forfait
6484386;. FAX MFP Depot Sang P2;KOMI Fax Sud Est;RF;0492039760@chu-nice.fr;06/10/2025 16:15;33492037777;33489419467;0;1;2;53;0.67;hors forfait
6484389;. FAX MFP Secret UNV PC MEDICAUX;KOMI Fax Sud Est;RF;0492032244@chu-nice.fr;06/10/2025 16:15;33492037777;33489419596;0;1;8;237;2.67;hors forfait
6484396;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;06/10/2025 16:15;33492037777;33489419585;0;1;4;120;1.33;hors forfait
6484397;. FAX MFP Sec Cardiologie Soins Inte;KOMI Fax Sud Est;RF;0492038325@chu-nice.fr;06/10/2025 16:15;33492037777;33489419570;0;1;5;134;1.67;hors forfait
6484403;. Fax MFP - Ide 36578;KOMI Fax Sud Est;RF;0492036578@chu-nice.fr;06/10/2025 16:16;33492037777;33489419673;0;1;4;158;1.33;hors forfait
6484418;GYNECO AMP FAX MFP;KOMI Fax Sud Est;RF;0492036424@chu-nice.fr;06/10/2025 16:17;33492037777;33489419683;0;1;2;64;0.67;hors forfait
3979818;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:17;33430317505;33484882692;0;0;1;54;1.00;hors forfait
3979817;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:17;33430317505;33493542083;0;0;1;54;1.00;hors forfait
3979825;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:18;33430317505;33493542083;0;0;1;54;1.00;hors forfait
3979824;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:18;33430317505;33493767788;0;0;1;52;1.00;hors forfait
6484430;. FAX MFP Consultations Ophtalmologie;KOMI Fax Sud Est;RF;0492033202@chu-nice.fr;06/10/2025 16:18;33492037777;33489419457;0;1;1;52;0.33;hors forfait
6484464;Fax MFP - Réa Medical .;KOMI Fax Sud Est;RF;0492035607@chu-nice.fr;06/10/2025 16:20;33492037777;33489419703;0;1;4;150;1.33;hors forfait
6484485;. FAX MFP UMIPUOG;KOMI Fax Sud Est;RF;0492039696@chu-nice.fr;06/10/2025 16:21;33492037777;33489419635;0;1;3;111;1.00;hors forfait
6484490;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;06/10/2025 16:21;33492037777;33489419724;0;1;3;113;1.00;hors forfait
3979845;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:22;33430317505;49209760;1;0;0;;0.33;hors forfait
6484496;. FAX MFP Secretariat Digestif D3;KOMI Fax Sud Est;RF;0492036287@chu-nice.fr;06/10/2025 16:22;33492037777;33489419607;0;1;4;85;1.33;hors forfait
6484499;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:22;33492037777;33489419409;0;1;5;146;1.67;hors forfait
3979846;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:22;33430317505;33492039018;0;0;1;53;1.00;hors forfait
3979847;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:22;33430317505;33493095087;0;0;1;73;2.00;hors forfait
3979848;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:22;33430317505;33492186748;0;0;1;42;1.00;hors forfait
6484506;. FAX MFP Secretariat Digestif D3;KOMI Fax Sud Est;RF;0492036287@chu-nice.fr;06/10/2025 16:22;33492037777;33489419607;0;1;6;201;2.00;hors forfait
3979852;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:23;33430317505;33497000083;0;0;1;67;2.00;hors forfait
6484516;. FAX MFP Rhumato;KOMI Fax Sud Est;RF;0492039018@chu-nice.fr;06/10/2025 16:23;33492037777;33489419563;0;1;1;52;0.33;hors forfait
6484526;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:24;33492037777;33489419682;0;1;3;131;1.00;hors forfait
3979858;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:25;33430317505;33493095087;0;0;1;75;2.00;hors forfait
3979861;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:26;33430317505;33493095087;0;0;1;74;2.00;hors forfait
6484565;. FAX MFP Secret Chir Vasc;KOMI Fax Sud Est;RF;0492033839@chu-nice.fr;06/10/2025 16:26;33492037777;33489419587;0;1;5;130;1.67;hors forfait
6484569;. FAX MFP Intendance Site;KOMI Fax Sud Est;RF;0492035760@chu-nice.fr;06/10/2025 16:26;33492037777;33489419525;0;1;3;66;1.00;hors forfait
3979862;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:26;33430317505;33492035668;0;0;1;64;2.00;hors forfait
6484572;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:26;33492037777;33489419682;0;1;4;127;1.33;hors forfait
6484574;. FAX MFP Secret Pr Piche;KOMI Fax Sud Est;RF;0492035781@chu-nice.fr;06/10/2025 16:26;33492037777;33489419593;0;1;5;179;1.67;hors forfait
6484591;. FAX MFP TEPSCAN;KOMI Fax Sud Est;RF;0492035668@chu-nice.fr;06/10/2025 16:27;33492037777;33489419627;0;1;1;62;0.33;hors forfait
6484593;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:27;33492037777;33489419409;0;1;3;66;1.00;hors forfait
6484594;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;06/10/2025 16:27;33492037777;33489419585;0;1;9;281;3.00;hors forfait
3979872;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:28;33430317505;33492038181;0;0;1;64;2.00;hors forfait
3979871;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:28;33430317505;33492275249;0;0;2;89;2.00;hors forfait
6484611;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:28;33492037777;33489419682;0;1;5;129;1.67;hors forfait
3979877;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:29;33430317505;33492037714;0;0;1;63;2.00;hors forfait
6484623;0492032061 FAX MFP - Accueil CMP;KOMI Fax Sud Est;RF;0492032061@chu-nice.fr;06/10/2025 16:29;33492037777;33489419730;0;1;6;199;2.00;hors forfait
6484633;. FAX MFP Sec Irm Pasteur;KOMI Fax Sud Est;RF;0492038181@chu-nice.fr;06/10/2025 16:29;33492037777;33489419576;0;1;1;62;0.33;hors forfait
3979882;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:30;33430317505;33492038210;0;0;1;78;2.00;hors forfait
3979883;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:30;33430317505;33493095087;0;0;1;75;2.00;hors forfait
6484639;. FAX MFP Scanner Pasteur;KOMI Fax Sud Est;RF;0492037714@chu-nice.fr;06/10/2025 16:30;33492037777;33489495113;0;1;1;62;0.33;hors forfait
3979889;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:30;33430317505;33493095087;0;0;1;77;2.00;hors forfait
6484648;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:30;33492037777;33489419682;0;1;5;132;1.67;hors forfait
6484662;. Fax MFP - Anapath LCAP;KOMI Fax Sud Est;RF;0492038210@chu-nice.fr;06/10/2025 16:31;33492037777;33489419672;0;1;1;77;0.33;hors forfait
6484667;. FAX MFP Sec Clinique;KOMI Fax Sud Est;RF;0492037907@chu-nice.fr;06/10/2025 16:31;33492037777;33489419572;0;1;3;91;1.00;hors forfait
3979906;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:33;33430317505;33492037714;0;0;1;62;2.00;hors forfait
6484699;. FAX MFP Scanner Pasteur;KOMI Fax Sud Est;RF;0492037714@chu-nice.fr;06/10/2025 16:34;33492037777;33489495113;0;1;1;61;0.33;hors forfait
6484703;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:34;33492037777;33489419409;0;1;4;123;1.33;hors forfait
6484724;. FAX MFP Neurochirurgie Rea G Rdc;KOMI Fax Sud Est;RF;0492037308@chu-nice.fr;06/10/2025 16:36;33492037777;33489419543;0;1;4;126;1.33;hors forfait
6484725;. FAX MFP FAX IDE Rhumato;KOMI Fax Sud Est;RF;0492035830@chu-nice.fr;06/10/2025 16:36;33492037777;33489419488;0;1;6;210;2.00;hors forfait
6484725;rhumatologie-hopitaldejour 0492035830;KOMI Fax Sud Est;RF;rhumatologie-hopitaldejour@chu-nice.fr;06/10/2025 16:36;33492037777;33489419488;0;1;6;210;2.00;hors forfait
6484728;. FAX MFP Sec Cardiologie Soins Inte;KOMI Fax Sud Est;RF;0492038325@chu-nice.fr;06/10/2025 16:36;33492037777;33489419570;0;1;4;123;1.33;hors forfait
6484738;. FAX MFP Secretariat SAMU;KOMI Fax Sud Est;RF;0492033830@chu-nice.fr;06/10/2025 16:37;33492037777;33489419619;0;1;2;71;0.67;hors forfait
6484755;. FAX MFP Labo Lenval;KOMI Fax Sud Est;RF;0492032229@chu-nice.fr;06/10/2025 16:38;33492037777;33489419529;0;1;2;62;0.67;hors forfait
6484756;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;06/10/2025 16:38;33492037777;33489419585;0;1;5;138;1.67;hors forfait
6484757;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:38;33492037777;33489419682;0;1;4;132;1.33;hors forfait
6484776;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;06/10/2025 16:40;33492037777;33489419585;0;1;5;97;1.67;hors forfait
6484784;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:41;33492037777;33489419682;0;1;4;135;1.33;hors forfait
6484792;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:41;33492037777;33489419409;0;1;5;148;1.67;hors forfait
3979949;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:42;33430317505;33492039760;0;0;1;83;2.00;hors forfait
6484800;rhumatologie-hopitaldejour 0492035830;KOMI Fax Sud Est;RF;rhumatologie-hopitaldejour@chu-nice.fr;06/10/2025 16:42;33492037777;33489419488;0;1;4;79;1.33;hors forfait
6484800;. FAX MFP FAX IDE Rhumato;KOMI Fax Sud Est;RF;0492035830@chu-nice.fr;06/10/2025 16:42;33492037777;33489419488;0;1;4;79;1.33;hors forfait
3979956;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:43;33430317505;33492037694;0;0;1;67;2.00;hors forfait
3979955;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:43;33430317505;33492036375;0;0;1;45;1.00;hors forfait
6484817;. FAX MFP Secret Pr Piche;KOMI Fax Sud Est;RF;0492035781@chu-nice.fr;06/10/2025 16:43;33492037777;33489419593;0;1;6;208;2.00;hors forfait
6484818;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;06/10/2025 16:43;33492037777;33489419724;0;1;6;203;2.00;hors forfait
6484819;. FAX MFP DGO;KOMI Fax Sud Est;RF;0492036581@chu-nice.fr;06/10/2025 16:43;33492037777;33489419460;0;1;6;207;2.00;hors forfait
6484820;. FAX MFP Depot Sang P2;KOMI Fax Sud Est;RF;0492039760@chu-nice.fr;06/10/2025 16:43;33492037777;33489419467;0;1;1;81;0.33;hors forfait
6484822;. FAX MFP Pharmacie Pasteur;KOMI Fax Sud Est;RF;0492036375@chu-nice.fr;06/10/2025 16:44;33492037777;33489419557;0;1;1;43;0.33;hors forfait
6484824;. FAX MFP Sec Labo Pharma Toxi;KOMI Fax Sud Est;RF;0492037791@chu-nice.fr;06/10/2025 16:44;33492037777;33489419580;0;1;2;72;0.67;hors forfait
6484826;. FAX MFP Pharmacie Pasteur;KOMI Fax Sud Est;RF;0492037694@chu-nice.fr;06/10/2025 16:44;33492037777;33489419558;0;1;1;66;0.33;hors forfait
6484835;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:45;33492037777;33489419682;0;1;3;116;1.00;hors forfait
6484836;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:45;33492037777;33489419682;0;1;4;113;1.33;hors forfait
6484840;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;06/10/2025 16:45;33492037777;33489419724;0;1;8;334;2.67;hors forfait
6484856;. FAX MFP Secr. Infectio.;KOMI Fax Sud Est;RF;0492039066@chu-nice.fr;06/10/2025 16:46;33492037777;33489419583;0;1;4;118;1.33;hors forfait
6484858;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:46;33492037777;33489419682;0;1;3;71;1.00;hors forfait
6484859;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:46;33492037777;33489419409;0;1;4;122;1.33;hors forfait
6484861;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:46;33492037777;33489419682;0;1;4;127;1.33;hors forfait
6484862;. FAX MFP Secret Pr Piche;KOMI Fax Sud Est;RF;0492035781@chu-nice.fr;06/10/2025 16:46;33492037777;33489419593;0;1;6;207;2.00;hors forfait
6484863;. FAX MFP DGO;KOMI Fax Sud Est;RF;0492036581@chu-nice.fr;06/10/2025 16:46;33492037777;33489419460;0;1;6;208;2.00;hors forfait
6484866;. FAX MFP Secretariat Digestif D3;KOMI Fax Sud Est;RF;0492036287@chu-nice.fr;06/10/2025 16:46;33492037777;33489419607;0;1;1;56;0.33;hors forfait
6484868;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:47;33492037777;33489419682;0;1;3;115;1.00;hors forfait
6484871;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:47;33492037777;33489419682;0;1;4;110;1.33;hors forfait
6484882;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;06/10/2025 16:48;33492037777;33489419585;0;1;4;119;1.33;hors forfait
6484891;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:49;33492037777;33489419409;0;1;4;133;1.33;hors forfait
3979983;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:49;33430317505;49203687;1;0;0;;0.33;hors forfait
6484899;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;06/10/2025 16:49;33492037777;33489419724;0;1;3;109;1.00;hors forfait
3979989;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:49;33430317505;33492036566;0;0;1;75;2.00;hors forfait
6484910;. FAX MFP Secretariat Digestif D3;KOMI Fax Sud Est;RF;0492036287@chu-nice.fr;06/10/2025 16:50;33492037777;33489419607;0;1;5;128;1.67;hors forfait
3979995;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:50;33430317505;33492032248;0;0;1;71;2.00;hors forfait
6484912;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;06/10/2025 16:50;33492037777;33489419585;0;1;3;95;1.00;hors forfait
6484913;. FAX MFP Secretariat Digestif B3;KOMI Fax Sud Est;RF;0492036120@chu-nice.fr;06/10/2025 16:50;33492037777;33489419606;0;1;4;121;1.33;hors forfait
6484920;. FAX MFP Secretariat Digestif;KOMI Fax Sud Est;RF;0492036566@chu-nice.fr;06/10/2025 16:51;33492037777;33489419605;0;1;1;73;0.33;hors forfait
6484926;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;06/10/2025 16:51;33492037777;33489419724;0;1;3;114;1.00;hors forfait
6484929;FAX MFP – UCOG .;KOMI Fax Sud Est;RF;0492032248@chu-nice.fr;06/10/2025 16:51;33492037777;33489419717;0;1;1;69;0.33;hors forfait
6484931;. FAX MFP FAX sec Uroneph;KOMI Fax Sud Est;RF;0492038456@chu-nice.fr;06/10/2025 16:51;33492037777;33489419493;0;1;8;246;2.67;hors forfait
6484936;. FAX MFP FAX IDE Rhumato;KOMI Fax Sud Est;RF;0492035830@chu-nice.fr;06/10/2025 16:52;33492037777;33489419488;0;1;6;200;2.00;hors forfait
6484936;rhumatologie-hopitaldejour 0492035830;KOMI Fax Sud Est;RF;rhumatologie-hopitaldejour@chu-nice.fr;06/10/2025 16:52;33492037777;33489419488;0;1;6;200;2.00;hors forfait
6484943;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:52;33492037777;33489419682;0;1;5;125;1.67;hors forfait
6484947;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:53;33492037777;33489419682;0;1;4;133;1.33;hors forfait
6484950;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:53;33492037777;33489419409;0;1;5;142;1.67;hors forfait
6484953;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;06/10/2025 16:53;33492037777;33489419724;0;1;4;133;1.33;hors forfait
6484954;. FAX MFP Secretariat Neuro 4e;KOMI Fax Sud Est;RF;0492039054@chu-nice.fr;06/10/2025 16:54;33492037777;33489419614;0;1;6;200;2.00;hors forfait
6484957;. FAX MFP Secret UNV PC MEDICAUX;KOMI Fax Sud Est;RF;0492032244@chu-nice.fr;06/10/2025 16:54;33492037777;33489419596;0;1;6;200;2.00;hors forfait
6484959;. FAX MFP gyneco maternite;KOMI Fax Sud Est;RF;0492036564@chu-nice.fr;06/10/2025 16:54;33492037777;33489419650;0;1;2;82;0.67;hors forfait
6484960;. FAX MFP CRC;KOMI Fax Sud Est;RF;0492035077@chu-nice.fr;06/10/2025 16:54;33492037777;33489419439;0;1;4;117;1.33;hors forfait
3980022;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 16:54;33430317505;33492039760;0;0;1;87;2.00;hors forfait
6484979;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:55;33492037777;33489419409;0;1;3;118;1.00;hors forfait
6484983;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:55;33492037777;33489419409;0;1;4;124;1.33;hors forfait
6484988;. FAX MFP Depot Sang P2;KOMI Fax Sud Est;RF;0492039760@chu-nice.fr;06/10/2025 16:56;33492037777;33489419467;0;1;1;85;0.33;hors forfait
6484990;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;06/10/2025 16:56;33492037777;33489419724;0;1;3;113;1.00;hors forfait
6484999;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:57;33492037777;33489419682;0;1;3;118;1.00;hors forfait
6485005;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 16:58;33492037777;33489419409;0;1;4;125;1.33;hors forfait
6485014;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 16:59;33492037777;33489419682;0;1;3;113;1.00;hors forfait
6485026;. FAX MFP Secretariat Nephro I3;KOMI Fax Sud Est;RF;0492038495@chu-nice.fr;06/10/2025 17:00;33492037777;33489419613;0;1;1;49;0.33;hors forfait
6485030;. FAX MFP DGO;KOMI Fax Sud Est;RF;0492036581@chu-nice.fr;06/10/2025 17:00;33492037777;33489419460;0;1;5;181;1.67;hors forfait
6485042;. FAX MFP Sec Cardiologie A Hc I4;KOMI Fax Sud Est;RF;0492037872@chu-nice.fr;06/10/2025 17:01;33492037777;33489419568;0;1;2;84;0.67;hors forfait
6485055;. FAX MFP Secr. Infectio.;KOMI Fax Sud Est;RF;0492039066@chu-nice.fr;06/10/2025 17:02;33492037777;33489419583;0;1;4;108;1.33;hors forfait
6485070;. FAX MFP Secretariat Nephro I3;KOMI Fax Sud Est;RF;0492038495@chu-nice.fr;06/10/2025 17:03;33492037777;33489419613;0;1;3;123;1.00;hors forfait
6485072;. FAX MFP Sec Pneumologie Hc H 2Em;KOMI Fax Sud Est;RF;0492038440@chu-nice.fr;06/10/2025 17:04;33492037777;33489419581;0;1;2;81;0.67;hors forfait
6485077;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 17:04;33492037777;33489419409;0;1;1;46;0.33;hors forfait
6485081;. FAX MFP Sec Labo D Onco-Hemato;KOMI Fax Sud Est;RF;0492038879@chu-nice.fr;06/10/2025 17:04;33492037777;33489419578;0;1;2;72;0.67;hors forfait
6485085;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 17:05;33492037777;33489419682;0;1;3;73;1.00;hors forfait
6485117;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 17:07;33492037777;33489419409;0;1;5;143;1.67;hors forfait
6485124;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;06/10/2025 17:08;33492037777;33489419724;0;1;3;126;1.00;hors forfait
3980069;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:10;33430317505;33492960034;0;0;1;55;1.00;hors forfait
6485150;. Fax MFP - Ide 36578;KOMI Fax Sud Est;RF;0492036578@chu-nice.fr;06/10/2025 17:11;33492037777;33489419673;0;1;3;86;1.00;hors forfait
6485151;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 17:11;33492037777;33489419409;0;1;3;85;1.00;hors forfait
3980072;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:11;33430317505;33493478703;0;0;1;45;1.00;hors forfait
3980073;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:11;33430317505;33484882692;0;0;1;48;1.00;hors forfait
3980076;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:12;33430317505;33492186748;0;0;2;68;2.00;hors forfait
3980083;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:13;33430317505;33494509659;0;0;1;55;1.00;hors forfait
3980082;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:13;33430317505;33493767788;0;0;1;55;1.00;hors forfait
3980086;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:14;33430317505;33492128202;0;0;1;53;1.00;hors forfait
3980087;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:14;33430317505;33493767788;0;0;2;92;2.00;hors forfait
6485190;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 17:15;33492037777;33489419682;0;1;3;115;1.00;hors forfait
6485192;HDJ Médecine Interne 0492039065;KOMI Fax Sud Est;RF;0492039065@chu-nice.fr;06/10/2025 17:15;33492037777;33489419724;0;1;3;111;1.00;hors forfait
3980089;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:15;33430317505;33493084303;0;0;2;92;2.00;hors forfait
6485208;. FAX MFP Secretariat Digestif D3;KOMI Fax Sud Est;RF;0492036287@chu-nice.fr;06/10/2025 17:16;33492037777;33489419607;0;1;4;92;1.33;hors forfait
6485211;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 17:17;33492037777;33489419682;0;1;3;107;1.00;hors forfait
6485220;. FAX MFP Accueil depot sang;KOMI Fax Sud Est;RF;0492035977@chu-nice.fr;06/10/2025 17:17;33492037777;33489419409;0;1;3;108;1.00;hors forfait
6485227;. FAX MFP CS CHIR REP;KOMI Fax Sud Est;RF;0492033811@chu-nice.fr;06/10/2025 17:17;33492037777;33489419440;0;1;4;111;1.33;hors forfait
6485234;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 17:18;33492037777;33489419682;0;1;8;247;2.67;hors forfait
3980100;CHU NICE .;KOMI Fax Sud Est;SF;femenia.r@chu-nice.fr;06/10/2025 17:20;33430317505;33492039760;0;0;1;77;2.00;hors forfait
6485243;. FAX MFP Secr. Rhumato.;KOMI Fax Sud Est;RF;0492039652@chu-nice.fr;06/10/2025 17:20;33492037777;33489419585;0;1;6;201;2.00;hors forfait
6485252;FAX MFP - hemato consult .;KOMI Fax Sud Est;RF;0492035895@chu-nice.fr;06/10/2025 17:21;33492037777;33489419682;0;1;4;151;1.33;hors forfait
